idx,cloze
16431,[MASK] 어청수 이사장 가운데 가 무의탁 노인 복지시설인 성우회 양로원을 찾아 성금을 전달하고 기념촬영을 하고 있다.
16432,한국특판조합 [MASK] 이사장 가운데 가 무의탁 노인 복지시설인 성우회 양로원을 찾아 성금을 전달하고 기념촬영을 하고 있다.
16433,[MASK]특판조합 어청수 이사장 가운데 가 무의탁 노인 복지시설인 성우회 양로원을 찾아 성금을 전달하고 기념촬영을 하고 있다.
16434,[MASK]특수판매공제조합은 연말연초에 도움이 더욱 절실한 장애우 어르신 복지시설을 방문해 응원의 메시지와 사랑의 성금을 전달했다고 1일 밝혔다.
16435,[MASK]은 연말연초에 도움이 더욱 절실한 장애우 어르신 복지시설을 방문해 응원의 메시지와 사랑의 성금을 전달했다고 1일 밝혔다.
16436,[MASK] 한국특수판매공제조합 이사장은 코로나19로 올 한해 조합의 경영환경이 어려운 가운데에서도 연말을 맞아 도움의 손길이 꼭 필요한 소규모 복지시설을 찾았다.
16437,어청수 [MASK]특수판매공제조합 이사장은 코로나19로 올 한해 조합의 경영환경이 어려운 가운데에서도 연말을 맞아 도움의 손길이 꼭 필요한 소규모 복지시설을 찾았다.
16438,어청수 [MASK] 이사장은 코로나19로 올 한해 조합의 경영환경이 어려운 가운데에서도 연말을 맞아 도움의 손길이 꼭 필요한 소규모 복지시설을 찾았다.
16439,어청수 한국특수판매공제조합 이사장은 코로나[MASK]로 올 한해 조합의 경영환경이 어려운 가운데에서도 연말을 맞아 도움의 손길이 꼭 필요한 소규모 복지시설을 찾았다.
16440,은평천사원은 1959년 고 윤성렬 목사가 [MASK]전쟁으로 부모를 잃은 전쟁고아 5명을 데리고 보금자리를 마련한 것이 시초가 되어 현재는 지역사회내 중증장애우와 저소득층가정 한부모ㆍ조손가정 아동 및 청소년들을 보호하고 지원하는 곳이다.
16441,은평천사원은 [MASK]59년 고 윤성렬 목사가 한국전쟁으로 부모를 잃은 전쟁고아 5명을 데리고 보금자리를 마련한 것이 시초가 되어 현재는 지역사회내 중증장애우와 저소득층가정 한부모ㆍ조손가정 아동 및 청소년들을 보호하고 지원하는 곳이다.
16442,은평천사원은 19[MASK]년 고 윤성렬 목사가 한국전쟁으로 부모를 잃은 전쟁고아 5명을 데리고 보금자리를 마련한 것이 시초가 되어 현재는 지역사회내 중증장애우와 저소득층가정 한부모ㆍ조손가정 아동 및 청소년들을 보호하고 지원하는 곳이다.
16443,성우회 양로원은 [MASK]87년 5명의 무의탁 어르신들의 보금자리를 시작으로 현재 온정의 손길이 필요한 20분의 할머니들이 수녀님들의 도움을 받아 거주 중이다.
16444,성우회 양로원은 19[MASK]년 5명의 무의탁 어르신들의 보금자리를 시작으로 현재 온정의 손길이 필요한 20분의 할머니들이 수녀님들의 도움을 받아 거주 중이다.
16445,성우회 양로원은 1987년 5명의 무의탁 어르신들의 보금자리를 시작으로 현재 온정의 손길이 필요한 [MASK]분의 할머니들이 수녀님들의 도움을 받아 거주 중이다.
16446,특히 올해는 코로나[MASK]로 인한 사회적 거리두기와 경기침체로 소외된 이웃에 대한 온정의 손길이 크게 부족한 가운데 전달된 성금이라 그 의미가 더욱 크다고 특판조합은 전했다.
16447,[MASK] 이사장은 코로나 19로 인해 조합 임직원이 같이 현장을 방문해 어르신이나 아이들과 함께할 수 없어 아쉬웠지만 소중한 마음이 잘 전달됐길 바란다 며 조합은 우리 업계 조합사의 마음을 담아 소외되고 어려운 이웃을 찾아 나눔과 응원의 사회공헌활동을 지속적으로 해 나가겠다 고 말했다.
16448,어청수 이사장은 코로나 [MASK]로 인해 조합 임직원이 같이 현장을 방문해 어르신이나 아이들과 함께할 수 없어 아쉬웠지만 소중한 마음이 잘 전달됐길 바란다 며 조합은 우리 업계 조합사의 마음을 담아 소외되고 어려운 이웃을 찾아 나눔과 응원의 사회공헌활동을 지속적으로 해 나가겠다 고 말했다.
16449,[MASK]는 주요 차종별로 2019년 생산 모델이나 2019년형 모델을 대상으로 최대 60개월의 전액 무이자 할부 프로그램을 시행한다.
16450,쉐보레는 주요 차종별로 2019년 생산 모델이나 2019년형 모델을 대상으로 최대 [MASK]의 전액 무이자 할부 프로그램을 시행한다.
16451,이는 초기 구입 금액에 부담을 느끼는 고객을 위해 선수금을 없애고 최대 [MASK]까지의 장기 무이자 할부를 통해 월 납입금을 대폭 낮춘 고객 맞춤형 프로그램이다.
16452,또한 무이자 할부 프로그램 이외의 혜택을 원하는 고객에게 차량 가격의 최대 [MASK]에 이르는 혜택을 준다.
16453,카마로는 최대 [MASK] 원 할인된 가격에 살 수 있다.
16454,카마로는 최대 [MASK]만 원 할인된 가격에 살 수 있다.
16455,[MASK] 이상 된 차량 보유 고객이 스파크와 트랙스 구입 시 추가 30만 원 말리부와 이쿼녹스 구입 시 추가 50만 원을 각각 할인해준다.
16456,7년 이상 된 차량 보유 고객이 스파크와 트랙스 구입 시 추가 [MASK]만 원 말리부와 이쿼녹스 구입 시 추가 50만 원을 각각 할인해준다.
16457,7년 이상 된 차량 보유 고객이 스파크와 트랙스 구입 시 추가 30만 원 말리부와 이쿼녹스 구입 시 추가 [MASK]만 원을 각각 할인해준다.
16458,또한 지난달에 이어 이달에도 ‘다마스’와 ‘라보’ 구입 고객에게 사업자 대상 특별 프로모션을 통해 추가 [MASK]만 원을 포함해 최대 70만 원을 지원한다.
16459,또한 지난달에 이어 이달에도 ‘다마스’와 ‘라보’ 구입 고객에게 사업자 대상 특별 프로모션을 통해 추가 20만 원을 포함해 최대 [MASK]만 원을 지원한다.
16460,한편 [MASK]는 ‘설 맞이 고객 시승 이벤트’를 진행할 예정이다.
16461,참가를 원하는 고객들은 [MASK] 홈페이지와 전국 전시장을 통해 응모할 수 있다.
16462,추첨을 통해 선정된 50명의 고객은 설 연휴 기간인 [MASK] 23일부터 28일까지 6일 동안 트래버스 콜로라도 이쿼녹스 말리부 볼트EV 차종 중 신청 시 선택한 차종을 시승해볼 수 있는 기회를 얻게 된다.
16463,추첨을 통해 선정된 [MASK]명의 고객은 설 연휴 기간인 1월 23일부터 28일까지 6일 동안 트래버스 콜로라도 이쿼녹스 말리부 볼트EV 차종 중 신청 시 선택한 차종을 시승해볼 수 있는 기회를 얻게 된다.
16464,추첨을 통해 선정된 50명의 고객은 설 연휴 기간인 1월 [MASK]일부터 28일까지 6일 동안 트래버스 콜로라도 이쿼녹스 말리부 볼트EV 차종 중 신청 시 선택한 차종을 시승해볼 수 있는 기회를 얻게 된다.
16465,추첨을 통해 선정된 50명의 고객은 설 연휴 기간인 1월 23일부터 [MASK]일까지 6일 동안 트래버스 콜로라도 이쿼녹스 말리부 볼트EV 차종 중 신청 시 선택한 차종을 시승해볼 수 있는 기회를 얻게 된다.
16466,해외매출 급증…주가 회복 기대 [MASK] 주가는 작년에 부진했다.
16467,지난해 말 종가는 [MASK].
16468,[MASK] 계속된 8만 10만원 박스권 밑으로 주저앉았다.
16469,2014년부터 계속된 [MASK] 박스권 밑으로 주저앉았다.
16470,작년 초 주가 [MASK]에도 한참 미치지 못했다.
16471,경영권 매각에 따른 불확실성 [MASK]19 충격 등이 악재였다.
16472,올해 [MASK] 실적은 해외법인이 이끌 것이란 게 증권사들의 전망이다.
16473,[MASK] 해외법인 매출은 1조1222억원으로 전체 매출의 32%를 차지할 전망이다.
16474,2021년 해외법인 매출은 [MASK] 전체 매출의 32%를 차지할 전망이다.
16475,2021년 해외법인 매출은 1조1222억원으로 전체 매출의 3[MASK]를 차지할 전망이다.
16476,특히 [MASK] 법인 매출이 31% 성장해 8890억원에 달할 것으로 집계됐다.
16477,특히 말레이시아 법인 매출이 3[MASK] 성장해 8890억원에 달할 것으로 집계됐다.
16478,특히 말레이시아 법인 매출이 31% 성장해 [MASK]에 달할 것으로 집계됐다.
16479,[MASK]는 말레이시아 정수기 시장에서 점유율 30%로 1위를 기록 중이다.
16480,코웨이는 [MASK] 정수기 시장에서 점유율 30%로 1위를 기록 중이다.
16481,코웨이는 말레이시아 정수기 시장에서 점유율 [MASK]로 1위를 기록 중이다.
16482,코웨이는 말레이시아 정수기 시장에서 점유율 30%로 [MASK] 기록 중이다.
16483,이세웅 신한금융투자 연구원은 “뉴욕타임스 소비자리포트가 [MASK] 제품을 공기청정기 1위로 선정했다”며 “성공적으로 해외시장에 진출한 덕에 실적도 개선될 것”으로 전망했다.
16484,이세웅 [MASK] 연구원은 “뉴욕타임스 소비자리포트가 코웨이 제품을 공기청정기 1위로 선정했다”며 “성공적으로 해외시장에 진출한 덕에 실적도 개선될 것”으로 전망했다.
16485,이세웅 신한금융투자 연구원은 “뉴욕타임스 소비자리포트가 코웨이 제품을 공기청정기 [MASK] 선정했다”며 “성공적으로 해외시장에 진출한 덕에 실적도 개선될 것”으로 전망했다.
16486,박신혜 [MASK]증권 연구원은 “영업이 정상화됐고 신제품 ‘아이콘 정수기’를 중심으로 판매가 회복될 것”이라고 내다봤다.
16487,[MASK]의 2021년 매출은 8.45% 늘어난 3조4963억원 영업이익은 4.61% 증가한 6317억원을 기록할 전망이다.
16488,코웨이의 [MASK] 매출은 8.45% 늘어난 3조4963억원 영업이익은 4.61% 증가한 6317억원을 기록할 전망이다.
16489,코웨이의 2021년 매출은 8.45% 늘어난 3조4963억원 영업이익은 4.6[MASK] 증가한 6317억원을 기록할 전망이다.
16490,코웨이의 2021년 매출은 8[MASK]5% 늘어난 3조4963억원 영업이익은 4.61% 증가한 6317억원을 기록할 전망이다.
16491,코웨이의 2021년 매출은 8.4[MASK] 늘어난 3조4963억원 영업이익은 4.61% 증가한 6317억원을 기록할 전망이다.
16492,코웨이의 2021년 매출은 8.45% 늘어난 [MASK] 영업이익은 4.61% 증가한 6317억원을 기록할 전망이다.
16493,코웨이의 2021년 매출은 8.45% 늘어난 3조4963억원 영업이익은 4[MASK]1% 증가한 6317억원을 기록할 전망이다.
16494,코웨이의 2021년 매출은 8.45% 늘어난 3조4963억원 영업이익은 4.61% 증가한 [MASK] 기록할 전망이다.
16495,[MASK]노조원들.
16496,[MASK]연합노조원들.
16497,HMM해원연합노조 제공 HMM 노사가 새해 직전 내년 임단협에 잠정 합의했다.
16498,HMM해원연합노조 제공 HMM 노사가 새해 직전 내년 임단협에 잠정 합의했다.
16499,HMM해원연합노조 제공 HMM 노사가 새해 직전 내년 임단협에 잠정 합의했다.
16500,HMM해원연합노조 제공 HMM 노사가 새해 직전 내년 임단협에 잠정 합의했다.
16501,HMM해원연합노조 제공 HMM 노사가 새해 직전 내년 임단협에 잠정 합의했다.
16502,HMM해원연합노조 제공 HMM 노사가 새해 직전 내년 임단협에 잠정 합의했다.
16503,HMM해원연합노조 제공 HMM 노사가 새해 직전 내년 임단협에 잠정 합의했다.
16504,HMM해원연합노조 제공 HMM 노사가 새해 직전 내년 임단협에 잠정 합의했다.
16505,HMM해원연합노조 제공 HMM 노사가 새해 직전 내년 임단협에 잠정 합의했다.
16506,HMM해원연합노조 제공 HMM 노사가 새해 직전 내년 임단협에 잠정 합의했다.
16507,새해를 [MASK] 앞둔 시점이었다.
16508,조정안은 임금인상 [MASK] 인상 코로나극복위로금 명목으로 100만원 지급 임금총액 1% 이내 범위에서 해상 수당 신설 등이 담겼다.
16509,조정안은 임금인상 2.8% 인상 코로나극복위로금 명목으로 [MASK] 지급 임금총액 1% 이내 범위에서 해상 수당 신설 등이 담겼다.
16510,조정안은 임금인상 2.8% 인상 코로나극복위로금 명목으로 100만원 지급 임금총액 [MASK] 이내 범위에서 해상 수당 신설 등이 담겼다.
16511,조정안은 임금인상 2.[MASK] 인상 코로나극복위로금 명목으로 100만원 지급 임금총액 1% 이내 범위에서 해상 수당 신설 등이 담겼다.
16512,앞서 노조는 올해 해운업 호황과 채권단 관리 이후 8년간 임금동결을 이유로 [MASK]대 임금인상을 요구해왔다.
16513,반면 사측은 흑자 전환에도 코로나19 여파로 내년 상황이 불확실하고 여전히 채권단 관리체제여서 인상폭을 높이기는 어렵다며 [MASK]대 인상을 제시했던 것으로 알려졌다.
16514,[MASK] 농촌진흥청장 농촌진흥청 제공.
16515,재판매 및 DB 금지 photo yna.co.kr 고은지 기자 [MASK] 농업진흥청장은 올해는 디지털 농업기술을 개발하고 정예 청년농업인을 육성하기 위해 힘쓰겠다고 1일 밝혔다.
16516,재판매 및 DB 금지 photo yna.co.kr [MASK] 기자 허태웅 농업진흥청장은 올해는 디지털 농업기술을 개발하고 정예 청년농업인을 육성하기 위해 힘쓰겠다고 1일 밝혔다.
16517,재판매 및 DB 금지 photo yna.co.kr 고은지 기자 허태웅 [MASK]장은 올해는 디지털 농업기술을 개발하고 정예 청년농업인을 육성하기 위해 힘쓰겠다고 1일 밝혔다.
16518,김유혁 한화투자증권 연구원은 [MASK]의 지난해 4분기 연결기준 영업이익을 1029억원 수준으로 시장기대치에 부합할 것이라고 전망했다.
16519,[MASK] 한화투자증권 연구원은 현대제철의 지난해 4분기 연결기준 영업이익을 1029억원 수준으로 시장기대치에 부합할 것이라고 전망했다.
16520,김유혁 [MASK] 연구원은 현대제철의 지난해 4분기 연결기준 영업이익을 1029억원 수준으로 시장기대치에 부합할 것이라고 전망했다.
16521,김유혁 한화투자증권 연구원은 현대제철의 지난해 [MASK] 연결기준 영업이익을 1029억원 수준으로 시장기대치에 부합할 것이라고 전망했다.
16522,김유혁 한화투자증권 연구원은 현대제철의 지난해 4분기 연결기준 영업이익을 [MASK] 수준으로 시장기대치에 부합할 것이라고 전망했다.
16523,김유혁 한화투자증권 연구원은 [MASK]제철의 지난해 4분기 연결기준 영업이익을 1029억원 수준으로 시장기대치에 부합할 것이라고 전망했다.
16524,김유혁 [MASK]투자증권 연구원은 현대제철의 지난해 4분기 연결기준 영업이익을 1029억원 수준으로 시장기대치에 부합할 것이라고 전망했다.
16525,그는 최근 각국 정부의 부양정책과 경기회복에 대한 기대감으로 글로벌 철강재 가격이 강세를 보이고 있다 며 주요 철강사들이 1월 강재 가격 인상을 발표하고 있는 점을 감안하면 현재 업사이클은 [MASK] 상반기까지 지속될 것으로 전망된다 고 설명했다.
16526,한화투자증권은 [MASK]의 올해 영업이익과 순이익 추정치를 각각 28.7% 24.3% 상향했으며 목표주가를 기존 3만5000원에서 4만8000원으로 37% 상향했다.
16527,[MASK]은 현대제철의 올해 영업이익과 순이익 추정치를 각각 28.7% 24.3% 상향했으며 목표주가를 기존 3만5000원에서 4만8000원으로 37% 상향했다.
16528,한화투자증권은 [MASK]제철의 올해 영업이익과 순이익 추정치를 각각 28.7% 24.3% 상향했으며 목표주가를 기존 3만5000원에서 4만8000원으로 37% 상향했다.
16529,[MASK]투자증권은 현대제철의 올해 영업이익과 순이익 추정치를 각각 28.7% 24.3% 상향했으며 목표주가를 기존 3만5000원에서 4만8000원으로 37% 상향했다.
16530,한화투자증권은 현대제철의 올해 영업이익과 순이익 추정치를 각각 [MASK].7% 24.3% 상향했으며 목표주가를 기존 3만5000원에서 4만8000원으로 37% 상향했다.
16531,한화투자증권은 현대제철의 올해 영업이익과 순이익 추정치를 각각 28.7% [MASK].3% 상향했으며 목표주가를 기존 3만5000원에서 4만8000원으로 37% 상향했다.
16532,한화투자증권은 현대제철의 올해 영업이익과 순이익 추정치를 각각 28.7% 24.[MASK] 상향했으며 목표주가를 기존 3만5000원에서 4만8000원으로 37% 상향했다.
16533,지난해 [MASK] 예상보다 부진했던 실적을 딛고 올해 한국가스공사 실적 정상화가 가시화될 것이란 전망이 나왔다.
16534,지난해 4분기 예상보다 부진했던 실적을 딛고 올해 [MASK] 실적 정상화가 가시화될 것이란 전망이 나왔다.
16535,지난해 4분기 예상보다 부진했던 실적을 딛고 올해 한국[MASK] 실적 정상화가 가시화될 것이란 전망이 나왔다.
16536,지난해 4분기 예상보다 부진했던 실적을 딛고 올해 [MASK]가스공사 실적 정상화가 가시화될 것이란 전망이 나왔다.
16537,이종형 키움증권 연구원은 지난해 [MASK] 한국가스공사 영업이익은 3913억원 수준으로 기존 키움증권 추정치 5050억원보다 부진한 실적이 전망된다고 밝혔다.
16538,이종형 키움증권 연구원은 지난해 4분기 [MASK] 영업이익은 3913억원 수준으로 기존 키움증권 추정치 5050억원보다 부진한 실적이 전망된다고 밝혔다.
16539,이종형 키움증권 연구원은 지난해 4분기 한국가스공사 영업이익은 [MASK] 수준으로 기존 키움증권 추정치 5050억원보다 부진한 실적이 전망된다고 밝혔다.
16540,이종형 키움증권 연구원은 지난해 4분기 한국가스공사 영업이익은 3913억원 수준으로 기존 키움증권 추정치 [MASK]보다 부진한 실적이 전망된다고 밝혔다.
16541,이종형 키움증권 연구원은 지난해 4분기 한국[MASK] 영업이익은 3913억원 수준으로 기존 키움증권 추정치 5050억원보다 부진한 실적이 전망된다고 밝혔다.
16542,이종형 키움증권 연구원은 지난해 4분기 [MASK]가스공사 영업이익은 3913억원 수준으로 기존 키움증권 추정치 5050억원보다 부진한 실적이 전망된다고 밝혔다.
16543,이 연구원은 [MASK] 실적의 대부분을 차지하는 국내 가스도매사업은 연간으로 정해진 적정투자보수를 분기별로 정해진 비율로 회수하는 구조이기 때문에 분기 실적이 큰 의미는 없다 라면서도 해외 광구손익은 유가가 3분기 반등해 개선이 예상되지만 전년 대비로는 여전히 낮은 수준이고 호주 프렐류드FLNG도 재가동이 예쌍보다 지연되며 부진이 불가피할 전망 이라고 말했다.
16544,이 연구원은 가스공사 실적의 대부분을 차지하는 국내 가스도매사업은 연간으로 정해진 적정투자보수를 분기별로 정해진 비율로 회수하는 구조이기 때문에 분기 실적이 큰 의미는 없다 라면서도 해외 광구손익은 유가가 3분기 반등해 개선이 예상되지만 전년 대비로는 여전히 낮은 수준이고 [MASK] 프렐류드FLNG도 재가동이 예쌍보다 지연되며 부진이 불가피할 전망 이라고 말했다.
16545,다만 원달러환율 급락으로 영업외 손익에서 환율 관련 일회성 이익이 기대된다며 환율관련 민감도는 별도 기준 원달러환율 [MASK]원 하락시 환평가이익 200여억원으로 추정된다 고 이 연구원은 밝혔다.
16546,다만 원달러환율 급락으로 영업외 손익에서 환율 관련 일회성 이익이 기대된다며 환율관련 민감도는 별도 기준 원달러환율 10원 하락시 환평가이익 [MASK]여억원으로 추정된다 고 이 연구원은 밝혔다.
16547,키움증권은 올해 [MASK] 영업이익을 지난해보다 23% 증가한 1조2650억원으로 전망했다.
16548,[MASK]은 올해 한국가스공사 영업이익을 지난해보다 23% 증가한 1조2650억원으로 전망했다.
16549,키움증권은 올해 한국[MASK] 영업이익을 지난해보다 23% 증가한 1조2650억원으로 전망했다.
16550,키움증권은 올해 [MASK]가스공사 영업이익을 지난해보다 23% 증가한 1조2650억원으로 전망했다.
16551,키움증권은 올해 한국가스공사 영업이익을 지난해보다 2[MASK] 증가한 1조2650억원으로 전망했다.
16552,국내 가스도매사업은 적정투자보수율 상승 해외 광구손익은 유가 회복과 [MASK] 프렐류드 생산재개로 인한 영업익 개선이 예상된다.
16553,이 연구원은 연료비 연동제와 환경기후요금을 분리하는 내용의 전기요금체계 개편을 계기로 한국전력 등 유틸리티 기업의 밸류에이션이 빠르게 정상화하고 있다 며 정책불확실성 해소 실적개선으로 [MASK] 주가 정상화도 기대된다 고 말했다.
16554,이 연구원은 연료비 연동제와 환경기후요금을 분리하는 내용의 전기요금체계 개편을 계기로 [MASK]전력 등 유틸리티 기업의 밸류에이션이 빠르게 정상화하고 있다 며 정책불확실성 해소 실적개선으로 가스공사 주가 정상화도 기대된다 고 말했다.
16555,이 연구원은 연료비 연동제와 환경기후요금을 분리하는 내용의 전기요금체계 개편을 계기로 [MASK] 등 유틸리티 기업의 밸류에이션이 빠르게 정상화하고 있다 며 정책불확실성 해소 실적개선으로 가스공사 주가 정상화도 기대된다 고 말했다.
16556,이어 목표주가를 기존보다 1[MASK] 올린 4만원으로 상향하고 투자의견 매수를 유지했다.
16557,이어 목표주가를 기존보다 11% 올린 [MASK] 상향하고 투자의견 매수를 유지했다.
16558,[MASK]이 군에서 운용 중인 기동전투체계의 원격·무인 운용 기술 개발에 나선다.
16559,[MASK]로템이 군에서 운용 중인 기동전투체계의 원격·무인 운용 기술 개발에 나선다.
16560,1일 [MASK]에 따르면 이 회사는 국방과학연구소 부설 방위산업기술지원센터에서 발주한 기동전투체계 원격 무인화 기술 개발 과제 2개를 최근 수주했다.
16561,1일 현대로템에 따르면 이 회사는 [MASK] 부설 방위산업기술지원센터에서 발주한 기동전투체계 원격 무인화 기술 개발 과제 2개를 최근 수주했다.
16562,1일 현대로템에 따르면 이 회사는 국방과학연구소 부설 [MASK]에서 발주한 기동전투체계 원격 무인화 기술 개발 과제 2개를 최근 수주했다.
16563,1일 현대로템에 따르면 이 회사는 국방과학연구소 부설 방위산업기술지원센터에서 발주한 기동전투체계 원격 무인화 기술 개발 과제 [MASK] 최근 수주했다.
16564,1일 [MASK]로템에 따르면 이 회사는 국방과학연구소 부설 방위산업기술지원센터에서 발주한 기동전투체계 원격 무인화 기술 개발 과제 2개를 최근 수주했다.
16565,금액은 [MASK] 규모다.
16566,두 과제 모두 [MASK] 완료될 예정이다.
16567,아울러 [MASK]은 최근 신림선 경전철에 대한 운영·유지보수 사업권도 얻었다.
16568,아울러 [MASK]로템은 최근 신림선 경전철에 대한 운영·유지보수 사업권도 얻었다.
16569,남서울경전철주식회사에서 발주한 해당 사업 규모는 [MASK]95억원에 달한다.
16570,남서울경전철주식회사에서 발주한 해당 사업 규모는 32[MASK]에 달한다.
16571,[MASK]은 컨소시엄사인 광주도시철도공사와 함께 이번 사업을 수행할 예정이다.
16572,[MASK]로템은 컨소시엄사인 광주도시철도공사와 함께 이번 사업을 수행할 예정이다.
16573,현대로템은 컨소시엄사인 [MASK]도시철도공사와 함께 이번 사업을 수행할 예정이다.
16574,[MASK]이 군에서 운용 중인 기동전투체계의 원격·무인 운용 기술을 개발합니다.
16575,[MASK]은 방위산업기술 지원센터에서 발주한 원격 무인화 기술 개발 과제를 152억 원에 수주했습니다.
16576,현대로템은 [MASK] 발주한 원격 무인화 기술 개발 과제를 152억 원에 수주했습니다.
16577,현대로템은 방위산업기술 지원센터에서 발주한 원격 무인화 기술 개발 과제를 [MASK]에 수주했습니다.
16578,[MASK]과 선복교환 통해 1일 인천항에 첫 입항 인천 베트남 잇는 컨테이너선 항로 개설 인천신항 전경.
16579,현대상선과 선복교환 통해 [MASK] 인천항에 첫 입항 인천 베트남 잇는 컨테이너선 항로 개설 인천신항 전경.
16580,현대상선과 선복교환 통해 1일 [MASK]에 첫 입항 인천 베트남 잇는 컨테이너선 항로 개설 인천신항 전경.
16581,현대상선과 선복교환 통해 1일 인천항에 첫 입항 인천 [MASK] 잇는 컨테이너선 항로 개설 인천신항 전경.
16582,[MASK]상선과 선복교환 통해 1일 인천항에 첫 입항 인천 베트남 잇는 컨테이너선 항로 개설 인천신항 전경.
16583,인천항만공사 제공 인천항만공사 [MASK] 홍경선 사장 직무대행 는 Ocean Network Express 이하 ONE 가 처음으로 인천 출발 서비스를 개설했으며 새해 첫날인 1일 인천남항 인천컨테이너터미널 ICT 에 첫 기항을 완료했다고 1일 밝혔다.
16584,해당 노선은 [MASK]과 선복교환 제휴를 통해 이뤄지는 서비스로 운항구간은 인천 부산 홍콩 하이퐁 셔코우 인천 순으로 인천에서 하이퐁까지 7일이 소요되며 하이퐁에서 인천에 도달하는 기한 역시 동일하다.
16585,해당 노선은 현대상선과 선복교환 제휴를 통해 이뤄지는 서비스로 운항구간은 인천 [MASK] 홍콩 하이퐁 셔코우 인천 순으로 인천에서 하이퐁까지 7일이 소요되며 하이퐁에서 인천에 도달하는 기한 역시 동일하다.
16586,해당 노선은 현대상선과 선복교환 제휴를 통해 이뤄지는 서비스로 운항구간은 인천 부산 [MASK] 하이퐁 셔코우 인천 순으로 인천에서 하이퐁까지 7일이 소요되며 하이퐁에서 인천에 도달하는 기한 역시 동일하다.
16587,해당 노선은 [MASK]상선과 선복교환 제휴를 통해 이뤄지는 서비스로 운항구간은 인천 부산 홍콩 하이퐁 셔코우 인천 순으로 인천에서 하이퐁까지 7일이 소요되며 하이퐁에서 인천에 도달하는 기한 역시 동일하다.
16588,ONE측은 올해 4월부로 [MASK]이 THE 얼라이언스 회원사 ONE 하파그로이드 양밍 라인 에 가입함에 앞서 선제적 협력 체계를 구축하여 향후 얼라이언스사 간의 긴밀한 교류를 도모할 수 있는 초석이라고 밝혔다.
16589,ONE측은 올해 4월부로 [MASK]상선이 THE 얼라이언스 회원사 ONE 하파그로이드 양밍 라인 에 가입함에 앞서 선제적 협력 체계를 구축하여 향후 얼라이언스사 간의 긴밀한 교류를 도모할 수 있는 초석이라고 밝혔다.
16590,ONE측은 올해 4월부로 현대상선이 [MASK]E 얼라이언스 회원사 ONE 하파그로이드 양밍 라인 에 가입함에 앞서 선제적 협력 체계를 구축하여 향후 얼라이언스사 간의 긴밀한 교류를 도모할 수 있는 초석이라고 밝혔다.
16591,기존에 인천에 기항하지 않던 새로운 선사의 인천 기항으로 인해 인천은 다양한 선사 서비스를 제공함과 동시에 ONE의 추가적인 [MASK] 기항 검토를 통해 노선도 다양화의 기회를 가질 수 있게 되었다.
16592,기존에 인천에 기항하지 않던 새로운 선사의 인천 기항으로 인해 인천은 다양한 선사 서비스를 제공함과 동시에 [MASK]의 추가적인 인천항 기항 검토를 통해 노선도 다양화의 기회를 가질 수 있게 되었다.
16593,[MASK] 이정행 운영부문 부사장은 “글로벌 선사의 순차적인 인천항 기항은 인천의 경쟁력을 반증하는 것”이라며 “금번에 만족하지 않고 노력하여 더 많은 글로벌 선사와 항로 유치를 통해 누구나 기항하고 싶은 인천항을 만들 것”이라고 밝혔다.
16594,한편 [MASK]는 도쿄에 본사를 두고 있는 일본의 해운 선사로 알파라이너에 따르면 전세계 컨테이너 선사 선복량 보유 기준으로 2019년도에는 전체 6위를 차지했다.
16595,한편 ONE는 [MASK]에 본사를 두고 있는 일본의 해운 선사로 알파라이너에 따르면 전세계 컨테이너 선사 선복량 보유 기준으로 2019년도에는 전체 6위를 차지했다.
16596,한편 ONE는 도쿄에 본사를 두고 있는 [MASK] 해운 선사로 알파라이너에 따르면 전세계 컨테이너 선사 선복량 보유 기준으로 2019년도에는 전체 6위를 차지했다.
16597,한편 ONE는 도쿄에 본사를 두고 있는 일본의 해운 선사로 알파라이너에 따르면 전세계 컨테이너 선사 선복량 보유 기준으로 [MASK]19년도에는 전체 6위를 차지했다.
16598,[MASK]가 서울 도심 한복판에 드론 1000대를 띄워 코로나19로 지쳐있는 국민들에게 위안과 새해 희망을 전달했다.
16599,현대자동차가 [MASK] 도심 한복판에 드론 1000대를 띄워 코로나19로 지쳐있는 국민들에게 위안과 새해 희망을 전달했다.
16600,현대자동차가 서울 도심 한복판에 드론 [MASK] 띄워 코로나19로 지쳐있는 국민들에게 위안과 새해 희망을 전달했다.
16601,현대차는 [MASK] 국내 유일 비대면 카운트다운 행사를 진행했다고 밝혔다.
16602,[MASK]는 1일 국내 유일 비대면 카운트다운 행사를 진행했다고 밝혔다.
16603,올해는 매년 진행해오던 콘서트 불꽃 세레머니 등 대규모 카운트다운 행사 대신 [MASK] 공식 유투브 채널을 통해 드론 1000대가 꾸미는 라이트쇼 영상을 공개했다.
16604,이번 [MASK] 영동대로 카운트다운 드론 라이트쇼 는 무관중 심야 사전녹화로 촬영된 영상으로 정부의 사회적 거리두기 및 방역 지침을 철저히 준수했다.
16605,이번 2021 [MASK]대로 카운트다운 드론 라이트쇼 는 무관중 심야 사전녹화로 촬영된 영상으로 정부의 사회적 거리두기 및 방역 지침을 철저히 준수했다.
16606,[MASK]는 영상을 통해 신축년 새해를 알리는 카운트다운과 소의 형상을 선보였다.
